0
"""2022ASI-002"",""12:9:28"",82,394.288147,95890.78125,46.24705887,0.200000003,""12:9:28"",23.11330795,72.49971771,418,12,0.812323749,-0.110954098,0.714975834,-202.308075,47.12158966,-133.3458099,""Descent"",168.3270569,-2.492558718,-10648.9668"
"""2022ASI-002"",""12:9:34"",86,385.6000977,95990.46875,46.15294266,0.200000003,""12:9:35"",23.11316681,72.49989319,403.7999878,12,0.992987812,-0.107291989,0.726450443,-185.2088318,17.12159348,-123.9564896,""Descent"",99.07484436,21.76361656,-11153.19727"
"""2022ASI-002"",""12:9:35"",87,383.4674377,96014.94531,46.15294266,0.200000003,""12:9:36"",23.11316681,72.49991608,401.3999939,12,0.90656203,-0.122916989,0.784067631,-176.1096039,23.77807999,-207.7580261,""Descent"",-50.06824112,43.80609131,-11330.20703"
"""2022ASI-002"",""12:9:36"",88,381.5621338,96036.82813,46.10588074,0.200000003,""12:9:36"",23.11315346,72.49992371,401.3999939,12,0.945136249,-0.106803708,0.782358646,-225.3157043,198.8925781,-153.3305359,""Descent"",115.0623932,31.98470688,-11461.15137"
"""2022ASI-002"",""12:9:36"",89,379.4610901,96060.95313,46.10588074,0.200000003,""12:9:36"",23.11315346,72.49992371,401.3999939,12,0.921210468,-0.112663083,0.755259037,-263.8805847,83.79335022,-153.2389374,""Descent"",-108.9696579,-75.68717957,-11592.47754"
"""2022ASI-002"",""12:9:39"",91,376.0767517,96082.46094,46.15294266,0.200000003,""12:9:39"",23.11315346,72.49992371,401.3999939,12,0.912909687,-0.108268552,0.736460209,-222.4760132,57.50327301,-107.2847366,""Descent"""
"""2022ASI-002"",""12:9:40"",92,374.2609253,96120.69531,46.10588074,0.200000003,""12:9:41"",""Descent"",48.19510651,78.72216034,-11961.59961,23.11302757,72.49998474,389.1000061,12,0.891913593,-0.110709958,0.71741724,-214.2164764,72.63304138"
"""2022ASI-002"",""12:9:42"",95,367.8540955,96194.34375,46.05882263,0.200000003,""12:9:43"",23.11298943,72.50006104,384.2000122,12,0.85944289,-0.115104489,0.726694584,-194.9187622,81.02999115,-132.3687134,""Descent"",-121.9263,86.50426483,-12348.81055"
"""2022ASI-002"",""12:9:44"",100,358.1982422,96305.42188,45.96470642,0.200000003,""12:9:47"",23.11297989,72.50009918,381.8999939,12,0.911688983,-0.097282223,0.742319584,-191.5599823,33.3506012,-167.0862579,""Descent"",42.73052979,-27.32611656,-12987.19922"
"""2022ASI-002"",""12:9:47"",101,356.1560364,96328.92188,45.96470642,0.200000003,""12:9:48"",23.11289406,72.5001297,371.8999939,12,0.854315937,-0.107047848,0.738657475,-186.0485229,82.77044678,-150.7809143,""Descent"",-114.4870834,45.35882568,-13116.41895"
"""2022ASI-002"",""12:9:48"",102,353.6715088,96357.52344,45.91764832,0.200000003,""12:9:49"",23.11286545,72.50016785,369.6000061,12,0.895575702,-0.097038083,0.732309818,-194.2164764,63.62540817,-174.0786285,""Descent"",54.1716156,-71.914505,-13286.8418"
"""2022ASI-002"",""12:9:49"",103,351.4497375,96380.14844,45.96470642,0.200000003,""12:9:50"",23.11285782,72.50020599,367.1000061,12,0.885565937,-0.11534863,0.731089115,-215.7889862,69.82388306,-128.0022888,""Descent"",-127.6246414,-13.04145336,-13396.15527"
"""2022ASI-002"",""12:9:50"",104,348.8425903,96413.14063,45.77647018,0.200000003,""12:9:51"",23.11285973,72.50022888,364.5,12,0.884101093,-0.108756833,0.721811771,-244.8729553,66.83151245,-162.4450378,""Descent"",22.67994499,45.7428894,-13534.88379"
"""2022ASI-002"",""12:9:52"",106,344.9395752,96440.48438,45.91764832,0.200000003,""12:9:52"",23.11285973,72.50024414,364.5,12,0.878485858,-0.111930661,0.738169193,-216.750824,60.31243134,-159.1778717,""Descent"""
"""2022ASI-002"",""12:9:52"",107,342.7300415,96483.57813,45.96470642,0.200000003,""12:9:52"",23.11284828,72.50024414,364.5,12,0.897040546,-0.120963864,0.768686771,-172.9035034,88.67884827,-155.3916016,""Descent"",-121.9457779,55.17538452,-13964.66016"
"""2022ASI-002"",""12:9:57"",112,329.1906738,96639.73438,45.8705864,0.200000003,""12:9:58"",23.11275864,72.50040436,344.3999939,12,0.969306171,-0.121696286,0.749399662,-224.6897583,93.48800659,-144.2007599,""Descent"",24.59214973"
"""2022ASI-002"",""12:10:4"",120,309.6045532,96866,45.72941208,0.200000003,""12:10:5"",23.11265373,72.50052643,322.6000061,12,0.848456562,-0.123649411,0.719858646,-212.1859436,93.3506012,-131.8496246,""Descent"",94.8292923,-64.40896606,-15624.9834"
